i,time,open,high,low,close,volume,date
9806,1596628800000.0,11438.07,11584.6,11391.59,11562.86,5612.1071,2020-08-05 12:00:00
9807,1596632400000.0,11563.44,11620.0,11542.32,11609.99,4847.992981,2020-08-05 13:00:00
9808,1596636000000.0,11610.0,11644.65,11466.0,11617.56,5554.279151,2020-08-05 14:00:00
9809,1596639600000.0,11617.56,11693.94,11593.01,11661.3,5252.477731,2020-08-05 15:00:00
9810,1596643200000.0,11662.01,11715.0,11611.53,11630.36,4592.760319,2020-08-05 16:00:00
9811,1596646800000.0,11629.93,11679.56,11625.0,11669.59,2253.202436,2020-08-05 17:00:00
9812,1596650400000.0,11669.6,11689.35,11636.37,11657.73,1973.331798,2020-08-05 18:00:00
9813,1596654000000.0,11657.73,11686.0,11624.15,11645.0,1886.589793,2020-08-05 19:00:00
9814,1596657600000.0,11645.0,11682.35,11634.01,11682.04,1647.682497,2020-08-05 20:00:00
9815,1596661200000.0,11682.05,11780.93,11672.8,11764.04,3319.495421,2020-08-05 21:00:00
9816,1596664800000.0,11764.05,11767.27,11505.0,11620.52,4830.8762,2020-08-05 22:00:00
9817,1596668400000.0,11620.5,11753.84,11620.26,11744.91,2474.564188,2020-08-05 23:00:00
9818,1596672000000.0,11744.91,11799.0,11641.25,11724.0,3395.292815,2020-08-06 00:00:00
9819,1596675600000.0,11724.0,11724.0,11630.76,11675.09,2161.784255,2020-08-06 01:00:00
9820,1596679200000.0,11675.1,11689.71,11600.36,11682.59,2317.223917,2020-08-06 02:00:00
9821,1596682800000.0,11682.59,11683.74,11620.0,11646.04,1821.796852,2020-08-06 03:00:00
9822,1596686400000.0,11645.78,11649.18,11562.5,11607.38,2678.647488,2020-08-06 04:00:00
9823,1596690000000.0,11607.38,11634.4,11571.63,11625.71,1704.872125,2020-08-06 05:00:00
9824,1596693600000.0,11625.71,11680.0,11614.58,11671.81,2025.784713,2020-08-06 06:00:00
9825,1596697200000.0,11671.82,11674.99,11626.49,11628.51,1614.244565,2020-08-06 07:00:00
9826,1596700800000.0,11628.51,11720.0,11626.49,11707.48,2779.306242,2020-08-06 08:00:00
9827,1596704400000.0,11707.48,11754.68,11697.64,11739.18,2848.105868,2020-08-06 09:00:00
9828,1596708000000.0,11739.19,11749.46,11666.66,11671.17,2380.519443,2020-08-06 10:00:00
9829,1596711600000.0,11671.16,11730.0,11655.21,11692.49,2195.732245,2020-08-06 11:00:00
9830,1596715200000.0,11692.49,11776.6,11690.32,11760.39,3058.918166,2020-08-06 12:00:00
9831,1596718800000.0,11760.39,11872.86,11734.4,11867.98,5083.945275,2020-08-06 13:00:00
9832,1596722400000.0,11867.97,11878.26,11730.45,11800.62,4435.10531,2020-08-06 14:00:00
9833,1596726000000.0,11800.62,11854.86,11790.05,11837.56,2734.055615,2020-08-06 15:00:00
9834,1596729600000.0,11837.56,11870.5,11796.63,11824.9,3008.22026,2020-08-06 16:00:00
9835,1596733200000.0,11824.91,11868.0,11777.03,11861.98,2452.246639,2020-08-06 17:00:00
9836,1596736800000.0,11861.97,11870.0,11800.61,11845.93,2338.748285,2020-08-06 18:00:00
9837,1596740400000.0,11845.93,11900.0,11836.81,11863.72,2733.195087,2020-08-06 19:00:00
9838,1596744000000.0,11863.84,11886.16,11789.13,11837.98,2028.33495,2020-08-06 20:00:00
9839,1596747600000.0,11837.99,11875.0,11620.0,11741.51,3407.008067,2020-08-06 21:00:00
9840,1596751200000.0,11741.51,11789.32,11705.7,11780.01,2191.852444,2020-08-06 22:00:00
9841,1596754800000.0,11780.01,11786.18,11695.01,11762.46,2134.144394,2020-08-06 23:00:00
9842,1596758400000.0,11762.47,11820.0,11735.0,11787.84,1897.013189,2020-08-07 00:00:00
9843,1596762000000.0,11787.98,11859.34,11785.83,11822.91,1689.981085,2020-08-07 01:00:00
9844,1596765600000.0,11822.91,11909.94,11816.76,11856.99,2522.987081,2020-08-07 02:00:00
9845,1596769200000.0,11857.0,11893.77,11824.98,11825.0,1831.507241,2020-08-07 03:00:00
9846,1596772800000.0,11824.99,11844.08,11768.43,11815.5,1901.560073,2020-08-07 04:00:00
9847,1596776400000.0,11815.49,11820.0,11725.01,11785.36,2147.83905,2020-08-07 05:00:00
9848,1596780000000.0,11785.35,11820.83,11765.37,11808.28,1451.9432,2020-08-07 06:00:00
9849,1596783600000.0,11808.29,11808.43,11766.35,11779.98,1660.905911,2020-08-07 07:00:00
9850,1596787200000.0,11779.87,11843.98,11732.0,11831.66,2554.774499,2020-08-07 08:00:00
9851,1596790800000.0,11831.67,11847.0,11787.68,11813.0,2115.330624,2020-08-07 09:00:00
9852,1596794400000.0,11812.99,11822.79,11755.06,11793.93,1871.511602,2020-08-07 10:00:00
9853,1596798000000.0,11793.93,11794.16,11680.0,11755.31,3506.148549,2020-08-07 11:00:00
9854,1596801600000.0,11755.31,11770.65,11675.0,11753.85,2980.982576,2020-08-07 12:00:00
9855,1596805200000.0,11753.85,11769.58,11706.16,11737.98,2374.35897,2020-08-07 13:00:00
9856,1596808800000.0,11737.98,11738.0,11458.0,11630.56,7129.098701,2020-08-07 14:00:00
9857,1596812400000.0,11630.56,11664.18,11616.16,11641.7,2424.515062,2020-08-07 15:00:00
9858,1596816000000.0,11641.69,11663.0,11585.0,11589.09,2875.543049,2020-08-07 16:00:00
9859,1596819600000.0,11589.08,11629.06,11415.0,11536.32,6616.353142,2020-08-07 17:00:00
9860,1596823200000.0,11536.98,11537.06,11322.0,11479.73,6259.959689,2020-08-07 18:00:00
9861,1596826800000.0,11479.73,11523.77,11457.87,11489.0,2687.120434,2020-08-07 19:00:00
9862,1596830400000.0,11488.9,11589.9,11469.27,11560.44,2476.085479,2020-08-07 20:00:00
9863,1596834000000.0,11560.45,11616.33,11549.81,11597.01,1531.720584,2020-08-07 21:00:00
9864,1596837600000.0,11597.02,11640.0,11571.04,11580.01,1863.074113,2020-08-07 22:00:00
9865,1596841200000.0,11580.01,11634.53,11553.0,11594.23,1385.612119,2020-08-07 23:00:00
9866,1596844800000.0,11594.36,11620.0,11526.68,11598.84,1477.000288,2020-08-08 00:00:00
9867,1596848400000.0,11598.84,11659.18,11593.42,11634.92,1744.739443,2020-08-08 01:00:00
9868,1596852000000.0,11634.93,11647.24,11587.13,11616.46,883.982033,2020-08-08 02:00:00
9869,1596855600000.0,11616.45,11616.89,11531.78,11544.34,1240.316009,2020-08-08 03:00:00
9870,1596859200000.0,11544.35,11582.99,11530.26,11540.02,1158.58107,2020-08-08 04:00:00
9871,1596862800000.0,11540.01,11620.44,11512.0,11611.33,1503.681948,2020-08-08 05:00:00
9872,1596866400000.0,11611.32,11621.42,11587.77,11595.84,1313.180468,2020-08-08 06:00:00
9873,1596870000000.0,11595.84,11623.23,11571.22,11586.07,1320.532937,2020-08-08 07:00:00
9874,1596873600000.0,11586.08,11606.07,11562.17,11581.02,1076.316039,2020-08-08 08:00:00
9875,1596877200000.0,11581.02,11750.0,11580.56,11742.15,3169.014213,2020-08-08 09:00:00
9876,1596880800000.0,11742.13,11790.0,11716.7,11738.55,2367.037311,2020-08-08 10:00:00
9877,1596884400000.0,11738.93,11801.72,11734.35,11775.52,2454.189027,2020-08-08 11:00:00
9878,1596888000000.0,11775.52,11808.27,11751.32,11772.56,1907.678993,2020-08-08 12:00:00
9879,1596891600000.0,11772.52,11778.4,11718.93,11748.27,1753.799935,2020-08-08 13:00:00
9880,1596895200000.0,11748.28,11762.37,11706.39,11733.25,1384.387036,2020-08-08 14:00:00
9881,1596898800000.0,11733.25,11781.47,11728.59,11738.1,1582.380903,2020-08-08 15:00:00
9882,1596902400000.0,11738.39,11759.16,11585.0,11680.3,3616.047218,2020-08-08 16:00:00
9883,1596906000000.0,11680.3,11709.99,11630.0,11709.37,1659.099504,2020-08-08 17:00:00
9884,1596909600000.0,11709.33,11712.01,11647.52,11685.31,1575.220534,2020-08-08 18:00:00
9885,1596913200000.0,11685.3,11722.0,11655.39,11713.42,2059.260317,2020-08-08 19:00:00
9886,1596916800000.0,11713.38,11714.64,11665.2,11707.91,1395.85777,2020-08-08 20:00:00
9887,1596920400000.0,11707.92,11783.69,11706.3,11762.63,1984.378353,2020-08-08 21:00:00
9888,1596924000000.0,11762.64,11772.4,11715.78,11745.13,1418.854506,2020-08-08 22:00:00
9889,1596927600000.0,11745.13,11769.81,11672.6,11761.41,1812.625185,2020-08-08 23:00:00
9890,1596931200000.0,11761.02,11797.11,11744.16,11753.07,2377.553481,2020-08-09 00:00:00
9891,1596934800000.0,11752.99,11763.8,11672.0,11697.13,1536.057778,2020-08-09 01:00:00
9892,1596938400000.0,11697.13,11734.71,11687.61,11713.02,1161.70425,2020-08-09 02:00:00
9893,1596942000000.0,11713.02,11777.0,11701.79,11730.52,1077.825738,2020-08-09 03:00:00
9894,1596945600000.0,11730.52,11741.29,11680.34,11693.51,1076.985402,2020-08-09 04:00:00
9895,1596949200000.0,11693.51,11719.6,11638.0,11640.5,1662.96614,2020-08-09 05:00:00
9896,1596952800000.0,11640.51,11700.1,11633.0,11659.3,1674.197244,2020-08-09 06:00:00
9897,1596956400000.0,11659.3,11707.63,11656.15,11704.07,1591.719126,2020-08-09 07:00:00
9898,1596960000000.0,11704.07,11718.21,11662.13,11685.45,1567.620583,2020-08-09 08:00:00
9899,1596963600000.0,11685.96,11710.0,11605.0,11648.27,2107.968389,2020-08-09 09:00:00
9900,1596967200000.0,11648.27,11676.26,11627.0,11668.79,1708.40273,2020-08-09 10:00:00
9901,1596970800000.0,11668.8,11707.2,11665.01,11686.08,1722.840848,2020-08-09 11:00:00
9902,1596974400000.0,11686.08,11687.85,11630.0,11654.63,1995.420916,2020-08-09 12:00:00
9903,1596978000000.0,11654.64,11681.78,11600.0,11615.28,1869.568879,2020-08-09 13:00:00
9904,1596981600000.0,11615.29,11637.86,11550.0,11573.02,3056.7229,2020-08-09 14:00:00
9905,1596985200000.0,11573.02,11603.07,11536.02,11567.43,1917.746295,2020-08-09 15:00:00
9906,1596988800000.0,11567.42,11635.54,11561.08,11585.74,2185.313623,2020-08-09 16:00:00
9907,1596992400000.0,11585.74,11605.0,11525.0,11526.92,2119.202926,2020-08-09 17:00:00
9908,1596996000000.0,11526.93,11652.86,11521.97,11634.34,1760.236621,2020-08-09 18:00:00
9909,1596999600000.0,11634.34,11674.56,11619.17,11628.98,1531.661202,2020-08-09 19:00:00
9910,1597003200000.0,11629.01,11678.43,11628.87,11668.73,1335.174344,2020-08-09 20:00:00
9911,1597006800000.0,11668.73,11685.01,11623.46,11648.22,1229.958206,2020-08-09 21:00:00
9912,1597010400000.0,11648.22,11691.84,11642.01,11683.77,1687.778178,2020-08-09 22:00:00
9913,1597014000000.0,11683.78,11695.0,11652.58,11681.68,1538.441543,2020-08-09 23:00:00
9914,1597017600000.0,11681.69,11764.97,11681.68,11739.08,2891.616408,2020-08-10 00:00:00
9915,1597021200000.0,11739.09,11860.0,11737.51,11849.87,3891.051868,2020-08-10 01:00:00
9916,1597024800000.0,11851.08,12067.35,11848.8,11996.46,11335.631929,2020-08-10 02:00:00
9917,1597028400000.0,11996.47,12050.0,11964.06,12009.4,4123.392876,2020-08-10 03:00:00
9918,1597032000000.0,12009.4,12049.5,11957.0,11975.4,3509.486714,2020-08-10 04:00:00
9919,1597035600000.0,11975.29,11995.49,11922.91,11957.79,3194.381325,2020-08-10 05:00:00
9920,1597039200000.0,11957.97,11988.31,11936.07,11987.88,2305.603139,2020-08-10 06:00:00
9921,1597042800000.0,11987.89,12003.0,11945.8,11968.89,2656.350382,2020-08-10 07:00:00
9922,1597046400000.0,11968.89,12006.29,11949.15,11976.53,2809.1595,2020-08-10 08:00:00
9923,1597050000000.0,11976.53,11992.82,11953.0,11969.73,2608.548193,2020-08-10 09:00:00
9924,1597053600000.0,11969.72,11999.0,11450.0,11686.13,9347.23499,2020-08-10 10:00:00
9925,1597057200000.0,11686.12,11749.0,11683.28,11733.03,3420.807816,2020-08-10 11:00:00
9926,1597060800000.0,11733.13,11930.6,11705.51,11870.56,4556.399118,2020-08-10 12:00:00
9927,1597064400000.0,11870.56,11933.73,11854.17,11926.79,3065.836696,2020-08-10 13:00:00
9928,1597068000000.0,11926.78,11968.0,11872.7,11887.66,3922.476368,2020-08-10 14:00:00
9929,1597071600000.0,11887.47,11936.04,11808.99,11920.67,3485.747787,2020-08-10 15:00:00
9930,1597075200000.0,11920.66,11950.0,11813.0,11879.25,3735.170336,2020-08-10 16:00:00
9931,1597078800000.0,11879.24,11895.0,11825.07,11880.05,2459.835336,2020-08-10 17:00:00
9932,1597082400000.0,11880.05,11903.96,11863.85,11873.58,1805.505485,2020-08-10 18:00:00
9933,1597086000000.0,11873.59,11891.36,11811.0,11863.03,1998.95234,2020-08-10 19:00:00
9934,1597089600000.0,11863.0,11883.11,11766.0,11849.3,2552.291185,2020-08-10 20:00:00
9935,1597093200000.0,11849.29,11854.54,11779.42,11834.15,1755.057941,2020-08-10 21:00:00
9936,1597096800000.0,11834.35,11836.6,11766.0,11817.96,1928.856396,2020-08-10 22:00:00
9937,1597100400000.0,11817.96,11892.92,11800.0,11892.92,1592.943759,2020-08-10 23:00:00
9938,1597104000000.0,11892.9,11910.42,11852.01,11872.0,1921.11203,2020-08-11 00:00:00
9939,1597107600000.0,11872.0,11934.13,11851.75,11927.99,2129.366132,2020-08-11 01:00:00
9940,1597111200000.0,11928.0,11935.0,11853.17,11853.26,2250.705596,2020-08-11 02:00:00
9941,1597114800000.0,11853.25,11877.52,11811.48,11833.81,2433.622965,2020-08-11 03:00:00
9942,1597118400000.0,11833.81,11861.67,11806.66,11826.41,2138.757827,2020-08-11 04:00:00
9943,1597122000000.0,11826.41,11858.77,11805.69,11854.56,1906.484617,2020-08-11 05:00:00
9944,1597125600000.0,11854.56,11854.57,11707.0,11751.79,4106.607804,2020-08-11 06:00:00
9945,1597129200000.0,11751.77,11783.51,11705.0,11748.05,3037.036083,2020-08-11 07:00:00
9946,1597132800000.0,11748.05,11768.81,11700.0,11712.94,2730.235999,2020-08-11 08:00:00
9947,1597136400000.0,11713.18,11765.55,11689.44,11695.9,3222.669977,2020-08-11 09:00:00
9948,1597140000000.0,11695.9,11749.52,11642.45,11729.22,3986.433533,2020-08-11 10:00:00
9949,1597143600000.0,11729.41,11758.88,11702.95,11741.48,2769.393548,2020-08-11 11:00:00
9950,1597147200000.0,11741.47,11741.47,11621.0,11662.86,3973.766626,2020-08-11 12:00:00
9951,1597150800000.0,11662.85,11673.47,11560.0,11642.63,6624.941245,2020-08-11 13:00:00
9952,1597154400000.0,11642.64,11650.19,11526.53,11574.98,4606.236309,2020-08-11 14:00:00
9953,1597158000000.0,11574.49,11576.49,11372.0,11480.79,7538.654809,2020-08-11 15:00:00
9954,1597161600000.0,11480.78,11500.0,11285.0,11425.08,7721.818626,2020-08-11 16:00:00
9955,1597165200000.0,11425.07,11559.97,11366.8,11492.56,4217.282843,2020-08-11 17:00:00
9956,1597168800000.0,11492.56,11492.56,11408.13,11449.23,2542.809853,2020-08-11 18:00:00
9957,1597172400000.0,11449.23,11490.15,11383.8,11387.05,2586.592219,2020-08-11 19:00:00
9958,1597176000000.0,11387.05,11390.58,11133.07,11212.61,8453.06267,2020-08-11 20:00:00
9959,1597179600000.0,11212.61,11365.09,11125.0,11300.0,4296.397426,2020-08-11 21:00:00
9960,1597183200000.0,11300.0,11379.08,11270.0,11351.17,2788.626563,2020-08-11 22:00:00
9961,1597186800000.0,11351.18,11423.02,11333.52,11392.08,2765.669334,2020-08-11 23:00:00
9962,1597190400000.0,11392.09,11420.0,11310.0,11336.06,2859.409156,2020-08-12 00:00:00
9963,1597194000000.0,11336.05,11394.99,11330.67,11350.02,2066.182148,2020-08-12 01:00:00
9964,1597197600000.0,11350.0,11358.45,11219.16,11249.72,3222.872003,2020-08-12 02:00:00
9965,1597201200000.0,11249.16,11380.89,11237.33,11380.89,2411.521151,2020-08-12 03:00:00
9966,1597204800000.0,11380.89,11396.33,11303.42,11313.62,1837.627429,2020-08-12 04:00:00
9967,1597208400000.0,11313.61,11349.29,11258.22,11260.62,2645.263021,2020-08-12 05:00:00
9968,1597212000000.0,11260.62,11365.78,11150.0,11332.0,4684.354608,2020-08-12 06:00:00
9969,1597215600000.0,11332.0,11476.41,11314.76,11446.91,3455.77999,2020-08-12 07:00:00
9970,1597219200000.0,11446.91,11490.46,11419.99,11427.19,3387.530486,2020-08-12 08:00:00
9971,1597222800000.0,11427.19,11509.03,11425.77,11474.34,2642.779104,2020-08-12 09:00:00
9972,1597226400000.0,11474.68,11536.0,11455.02,11515.25,3181.575581,2020-08-12 10:00:00
9973,1597230000000.0,11515.24,11525.0,11430.37,11460.44,2948.941088,2020-08-12 11:00:00
9974,1597233600000.0,11460.44,11510.57,11421.55,11509.8,2839.274341,2020-08-12 12:00:00
9975,1597237200000.0,11509.8,11574.99,11470.99,11559.2,3385.726764,2020-08-12 13:00:00
9976,1597240800000.0,11559.19,11596.39,11530.0,11584.32,3419.818032,2020-08-12 14:00:00
9977,1597244400000.0,11584.32,11617.52,11541.94,11581.45,3135.320481,2020-08-12 15:00:00
9978,1597248000000.0,11581.54,11615.0,11535.08,11547.9,2882.177939,2020-08-12 16:00:00
9979,1597251600000.0,11547.89,11556.0,11470.0,11531.94,2807.143796,2020-08-12 17:00:00
9980,1597255200000.0,11531.94,11551.86,11485.98,11511.99,2176.454825,2020-08-12 18:00:00
9981,1597258800000.0,11511.99,11591.0,11510.42,11568.98,2258.042099,2020-08-12 19:00:00
9982,1597262400000.0,11568.98,11595.0,11538.15,11559.99,1717.676792,2020-08-12 20:00:00
9983,1597266000000.0,11559.99,11564.26,11482.57,11498.72,1725.712485,2020-08-12 21:00:00
9984,1597269600000.0,11498.71,11583.0,11498.71,11544.29,1637.697025,2020-08-12 22:00:00
9985,1597273200000.0,11543.26,11587.97,11537.49,11564.33,1580.7333,2020-08-12 23:00:00
9986,1597276800000.0,11564.34,11656.99,11546.07,11634.25,3115.658353,2020-08-13 00:00:00
9987,1597280400000.0,11634.25,11646.61,11596.39,11606.18,1800.876353,2020-08-13 01:00:00
9988,1597284000000.0,11606.18,11635.0,11522.47,11567.07,2609.500039,2020-08-13 02:00:00
9989,1597287600000.0,11567.08,11588.08,11529.98,11567.21,1870.393827,2020-08-13 03:00:00
9990,1597291200000.0,11567.21,11589.0,11537.07,11547.89,1787.893386,2020-08-13 04:00:00
9991,1597294800000.0,11547.88,11550.22,11509.17,11535.8,1873.347977,2020-08-13 05:00:00
9992,1597298400000.0,11535.8,11569.26,11500.0,11553.32,1905.104375,2020-08-13 06:00:00
9993,1597302000000.0,11553.32,11567.54,11490.52,11513.43,2564.345456,2020-08-13 07:00:00
9994,1597305600000.0,11513.43,11517.95,11360.7,11415.23,4958.504138,2020-08-13 08:00:00
9995,1597309200000.0,11414.07,11428.67,11270.36,11402.63,4899.807958,2020-08-13 09:00:00
9996,1597312800000.0,11402.68,11480.0,11350.01,11471.4,2969.403138,2020-08-13 10:00:00
9997,1597316400000.0,11471.39,11622.1,11439.99,11552.11,4451.902333,2020-08-13 11:00:00
9998,1597320000000.0,11552.12,11585.01,11382.56,11466.38,3925.673236,2020-08-13 12:00:00
9999,1597323600000.0,11466.34,11533.16,11420.18,11504.81,2828.125941,2020-08-13 13:00:00
10000,1597323600000.0,11466.34,11533.16,11420.18,11504.81,2828.125941,2020-08-13 13:00:00
10001,1597327200000.0,11504.2,11550.0,11469.36,11526.59,2665.153311,2020-08-13 14:00:00
10002,1597330800000.0,11526.59,11535.0,11456.16,11499.78,2320.675963,2020-08-13 15:00:00
10003,1597334400000.0,11499.79,11530.0,11442.34,11530.0,2403.502887,2020-08-13 16:00:00
10004,1597338000000.0,11530.0,11534.99,11491.4,11521.23,1736.399178,2020-08-13 17:00:00
10005,1597341600000.0,11521.77,11541.8,11477.68,11488.53,1752.536353,2020-08-13 18:00:00
10006,1597345200000.0,11489.21,11532.1,11483.58,11506.17,1310.676987,2020-08-13 19:00:00
10007,1597348800000.0,11506.18,11637.38,11506.17,11602.2,3315.932073,2020-08-13 20:00:00
10008,1597352400000.0,11599.83,11721.28,11562.0,11685.4,5770.583898,2020-08-13 21:00:00
10009,1597356000000.0,11685.64,11792.96,11685.35,11717.7,4892.522909,2020-08-13 22:00:00
10010,1597359600000.0,11717.7,11780.0,11717.7,11780.0,2403.971433,2020-08-13 23:00:00
10011,1597363200000.0,11779.77,11828.0,11700.0,11753.57,3747.833824,2020-08-14 00:00:00
10012,1597366800000.0,11753.57,11796.32,11708.56,11781.2,2208.152448,2020-08-14 01:00:00
10013,1597370400000.0,11781.19,11800.43,11719.36,11727.08,2017.000223,2020-08-14 02:00:00
10014,1597374000000.0,11727.08,11748.68,11653.0,11723.23,2427.133199,2020-08-14 03:00:00
10015,1597377600000.0,11723.24,11759.0,11694.89,11714.73,1767.185009,2020-08-14 04:00:00
10016,1597381200000.0,11714.72,11740.88,11681.36,11718.29,2361.276354,2020-08-14 05:00:00
10017,1597384800000.0,11718.29,11719.39,11668.96,11668.96,2080.432685,2020-08-14 06:00:00
10018,1597388400000.0,11668.97,11705.34,11634.03,11696.98,3113.244778,2020-08-14 07:00:00
10019,1597392000000.0,11697.36,11736.79,11663.0,11681.37,2687.105201,2020-08-14 08:00:00
10020,1597395600000.0,11681.37,11706.92,11662.0,11698.38,2537.995016,2020-08-14 09:00:00
10021,1597399200000.0,11698.37,11758.37,11692.27,11720.72,2279.505576,2020-08-14 10:00:00
10022,1597402800000.0,11720.51,11774.99,11696.16,11760.81,2399.516804,2020-08-14 11:00:00
10023,1597406400000.0,11760.81,11762.32,11713.11,11739.0,2220.748871,2020-08-14 12:00:00
10024,1597410000000.0,11739.0,11739.47,11666.13,11714.02,3061.475163,2020-08-14 13:00:00
10025,1597413600000.0,11714.01,11714.01,11635.02,11706.71,2649.706512,2020-08-14 14:00:00
10026,1597417200000.0,11706.73,11748.78,11652.27,11740.35,3015.378054,2020-08-14 15:00:00
10027,1597420800000.0,11740.35,11850.0,11706.43,11809.85,5536.041226,2020-08-14 16:00:00
10028,1597424400000.0,11809.36,11842.0,11773.14,11787.66,2838.337313,2020-08-14 17:00:00
10029,1597428000000.0,11787.65,11833.34,11778.86,11823.24,2323.336557,2020-08-14 18:00:00
10030,1597431600000.0,11823.24,11825.09,11766.66,11801.94,2019.252988,2020-08-14 19:00:00
10031,1597435200000.0,11801.94,11825.36,11736.16,11762.04,1941.44945,2020-08-14 20:00:00
10032,1597438800000.0,11762.04,11780.27,11701.0,11761.8,1658.380531,2020-08-14 21:00:00
10033,1597442400000.0,11761.8,11798.05,11720.0,11776.72,1686.854489,2020-08-14 22:00:00
10034,1597446000000.0,11776.72,11785.45,11735.51,11760.54,1241.510426,2020-08-14 23:00:00
10035,1597449600000.0,11760.55,11980.0,11759.69,11916.96,5531.614006,2020-08-15 00:00:00
10036,1597453200000.0,11917.25,11947.42,11861.13,11921.77,2307.608223,2020-08-15 01:00:00
10037,1597456800000.0,11921.76,11939.0,11875.6,11889.0,1652.851037,2020-08-15 02:00:00
10038,1597460400000.0,11888.99,11907.41,11852.0,11888.67,1443.35753,2020-08-15 03:00:00
10039,1597464000000.0,11888.67,11898.78,11811.0,11863.65,2434.906548,2020-08-15 04:00:00
10040,1597467600000.0,11863.66,11892.18,11835.52,11890.5,1714.236311,2020-08-15 05:00:00
10041,1597471200000.0,11890.5,11922.0,11873.9,11883.93,1890.562969,2020-08-15 06:00:00
10042,1597474800000.0,11883.94,11903.59,11845.42,11891.32,2102.539763,2020-08-15 07:00:00
10043,1597478400000.0,11891.32,11934.55,11815.82,11865.05,2711.742788,2020-08-15 08:00:00
10044,1597482000000.0,11865.05,11915.85,11850.0,11896.07,2228.634308,2020-08-15 09:00:00
10045,1597485600000.0,11896.36,11919.98,11853.26,11866.25,1848.833899,2020-08-15 10:00:00
10046,1597489200000.0,11865.96,11899.92,11838.1,11843.02,2025.472356,2020-08-15 11:00:00
10047,1597492800000.0,11843.03,11869.0,11680.0,11749.33,4641.735722,2020-08-15 12:00:00
10048,1597496400000.0,11749.33,11821.6,11724.63,11793.02,2507.961516,2020-08-15 13:00:00
10049,1597500000000.0,11793.02,11836.2,11768.57,11805.69,2088.496267,2020-08-15 14:00:00
10050,1597503600000.0,11805.68,11895.97,11789.3,11851.99,2222.249514,2020-08-15 15:00:00
10051,1597507200000.0,11851.98,11901.42,11810.5,11854.04,2122.310375,2020-08-15 16:00:00
10052,1597510800000.0,11854.04,11887.26,11850.87,11857.03,1366.139701,2020-08-15 17:00:00
10053,1597514400000.0,11856.94,11890.0,11851.94,11879.26,1146.238479,2020-08-15 18:00:00
10054,1597518000000.0,11879.27,11888.98,11831.65,11837.11,1517.654214,2020-08-15 19:00:00
10055,1597521600000.0,11837.1,11873.39,11830.87,11860.98,1396.331256,2020-08-15 20:00:00
10056,1597525200000.0,11860.92,11977.0,11745.0,11894.61,4566.090949,2020-08-15 21:00:00
10057,1597528800000.0,11893.76,11972.0,11836.54,11858.77,3015.859743,2020-08-15 22:00:00
10058,1597532400000.0,11858.77,11883.33,11805.23,11852.4,1754.477576,2020-08-15 23:00:00
10059,1597536000000.0,11852.4,11869.8,11787.38,11811.51,1576.839712,2020-08-16 00:00:00
10060,1597539600000.0,11811.51,11893.17,11768.78,11890.57,1806.824777,2020-08-16 01:00:00
10061,1597543200000.0,11890.65,11890.67,11837.51,11869.08,1156.645371,2020-08-16 02:00:00
10062,1597546800000.0,11869.08,11930.0,11867.2,11928.99,1737.799851,2020-08-16 03:00:00
10063,1597550400000.0,11928.99,11931.72,11872.73,11893.37,1675.490408,2020-08-16 04:00:00
10064,1597554000000.0,11893.82,11927.81,11881.81,11900.04,1273.023778,2020-08-16 05:00:00
10065,1597557600000.0,11900.04,11914.33,11862.5,11887.77,1341.208261,2020-08-16 06:00:00
10066,1597561200000.0,11887.78,11897.8,11853.09,11858.89,1443.035379,2020-08-16 07:00:00
10067,1597564800000.0,11858.89,11874.4,11809.0,11843.73,1808.279884,2020-08-16 08:00:00
10068,1597568400000.0,11843.74,11884.72,11811.88,11875.41,1517.80974,2020-08-16 09:00:00
10069,1597572000000.0,11875.41,11885.44,11755.0,11789.83,2807.470092,2020-08-16 10:00:00
10070,1597575600000.0,11789.83,11799.99,11723.19,11750.65,2501.546513,2020-08-16 11:00:00
10071,1597579200000.0,11750.65,11793.0,11686.0,11770.71,3673.287417,2020-08-16 12:00:00
10072,1597582800000.0,11771.05,11823.0,11756.73,11818.37,1712.708792,2020-08-16 13:00:00
10073,1597586400000.0,11818.37,11844.0,11785.3,11808.24,1614.310853,2020-08-16 14:00:00
10074,1597590000000.0,11808.24,11877.05,11794.43,11859.91,2062.088103,2020-08-16 15:00:00
10075,1597593600000.0,11859.91,11898.88,11851.0,11864.74,2173.381985,2020-08-16 16:00:00
10076,1597597200000.0,11864.68,11874.6,11825.74,11833.24,1305.054985,2020-08-16 17:00:00
10077,1597600800000.0,11833.24,11842.37,11801.31,11832.0,1059.781598,2020-08-16 18:00:00
10078,1597604400000.0,11832.0,11859.27,11812.01,11818.3,1137.706193,2020-08-16 19:00:00
10079,1597608000000.0,11818.11,11863.56,11790.03,11842.87,1352.955386,2020-08-16 20:00:00
10080,1597611600000.0,11842.86,11890.0,11836.62,11854.75,1563.80375,2020-08-16 21:00:00
10081,1597615200000.0,11854.74,11908.69,11830.35,11907.15,1627.71955,2020-08-16 22:00:00
10082,1597618800000.0,11907.16,11916.16,11866.14,11911.0,1439.464528,2020-08-16 23:00:00
10083,1597622400000.0,11910.99,11933.15,11801.0,11845.31,2488.440228,2020-08-17 00:00:00
10084,1597626000000.0,11845.31,11849.6,11781.25,11843.63,1307.139321,2020-08-17 01:00:00
